List Report,,,,,,,,,,,
MetaCore Data,,,,,,,,CDDI Data,,,
#,Input IDs,Network Object Name,Gene Symbol,Unit (protein or chem),Object Type,Description,Therapeutic Drugs,CDDI Biomarker,CDDI Biomarker Role,CDDI Biomarker Type,CDDI Genes & Targets
1275,,Cep97,Cep97,CEP97_MOUSE,Generic binding protein,Centrosomal protein of 97 kDa,,,,,
1276,,Cerebellin 1,Cbln1,CBLN1_MOUSE,Generic binding protein,Cerebellin-1,,,,,
1277,,Cereblon,Crbn,CRBN_MOUSE,Generic protease,Protein cereblon,,,,,
1278,,Chapsyn-110,Dlg2,DLG2_MOUSE,Generic binding protein,Disks large homolog 2,,,,,
1279,,Chitotriosidase,Chit1,CHIT1_MOUSE,Generic enzyme,Chitotriosidase-1,,,,,
1280,,Chromogranin A,Chga,CMGA_MOUSE,Generic binding protein,Chromogranin-A,,,,,
1281,,Citron,Cit,CTRO_MOUSE,Protein kinase,Citron Rho-interacting kinase,,,,,
1282,,Clathrin heavy chain,Cltc,CLH1_MOUSE,Generic binding protein,Clathrin heavy chain 1,,,,,
1283,,Clathrin light chain B,Cltb,CLCB_MOUSE,Generic binding protein,Clathrin light chain B,,,,,
1284,,Claudin-10,Cldn10,CLD10_MOUSE,Generic binding protein,Claudin-10,,,,,
1285,,Claudin-11,Cldn11,CLD11_MOUSE,Generic binding protein,Claudin-11,,,,,
1286,,Claudin-12,Cldn12,CLD12_MOUSE,Generic binding protein,Claudin-12,,,,,
1287,,Claudin-16,Cldn16,CLD16_MOUSE,Generic binding protein,Claudin-16,,,,,
1288,,Clmn,Clmn,CLMN_MOUSE,Generic binding protein,Calmin,,,,,
1289,,ClpP,Clpp,CLPP_MOUSE,Generic protease,"ATP-dependent Clp protease proteolytic subunit, mitochondrial",,,,,
1290,,Cml1,Nat8f1,CMLO1_MOUSE,Generic enzyme,Probable N-acetyltransferase CML1,,,,,
1291,,CoREST,Rcor1,RCOR1_MOUSE,Generic binding protein,REST corepressor 1,,,,,
1292,,CoactosinLP,Cotl1,COTL1_MOUSE,Generic binding protein,Coactosin-like protein,,,,,
1293,,"Cofilin, muscle",Cfl2,COF2_MOUSE,Generic binding protein,Cofilin-2,,,,,
1294,,Collagen VII,Col7a1,CO7A1_MOUSE,Generic binding protein,Collagen alpha-1(VII) chain,,,,,
1295,,Connexin 30.2/ 31.3,Gjc3,CXG3_MOUSE,Generic channel,Gap junction gamma-3 protein,,,,,
1296,,Connexin 43,Gja1,CXA1_MOUSE,Generic channel,Gap junction alpha-1 protein,,,,,
1297,,Connexin 46,Gja3,CXA3_MOUSE,Generic channel,Gap junction alpha-3 protein,,,,,
1298,,Contactin 2,Cntn2,CNTN2_MOUSE,Generic binding protein,Contactin-2,,,,,
1299,,Copine-5,Cpne5,CPNE5_MOUSE,Protein,Copine-5,,,,,
1300,,Cortexin 1,Ctxn1,CTXN1_MOUSE,Protein,Cortexin-1,,,,,
1301,,Cortexin 2,Ctxn2,CTXN2_MOUSE,Protein,Cortexin-2,,,,,
1302,,Cosmc,C1galt1c1,C1GLC_MOUSE,Generic enzyme,C1GALT1-specific chaperone 1,,,,,
1303,,Creatine transporter 1 (SLC6A8),Slc6a8,SC6A8_MOUSE,Generic channel,Sodium- and chloride-dependent creatine transporter 1,,,,,
1304,,Cryptdin4,Defa4,DEFA4_MOUSE,Generic binding protein,Defensin alpha 4,,,,,
1305,,Csk,Csk,CSK_MOUSE,Protein kinase,Tyrosine-protein kinase CSK,,,,,
1306,,Csmd1,Csmd1,CSMD1_MOUSE,Protein,CUB and sushi domain-containing protein 1,,,,,
1307,,CtBP2,Ctbp2,CTBP2_MOUSE,Generic binding protein,C-terminal-binding protein 2,,,,,
1308,,Ctsll3_70202,Ctsll3,Ctsll3_70202,Protein,cathepsin L-like 3,,,,,
1309,,Cullin 1,Cul1,CUL1_MOUSE,Generic binding protein,Cullin-1,,,,,
1310,,Cullin 4A,Cul4a,CUL4A_MOUSE,Generic binding protein,Cullin-4A,,,,,
1311,,Cullin 4B,Cul4b,CUL4B_MOUSE,Generic binding protein,Cullin-4B,,,,,
1312,,Cyclin D1,Ccnd1,CCND1_MOUSE,Generic binding protein,G1/S-specific cyclin-D1,Silibinin,,,,
1313,,Cyclin D2,Ccnd2,CCND2_MOUSE,Generic binding protein,G1/S-specific cyclin-D2,,,,,
1314,,Cyclin D3,Ccnd3,CCND3_MOUSE,Generic binding protein,G1/S-specific cyclin-D3,Silibinin,,,,
1315,,Cyclin E2,Ccne2,CCNE2_MOUSE,Generic binding protein,G1/S-specific cyclin-E2,,,,,
1316,,Cyclin F,Ccnf,CCNF_MOUSE,Generic binding protein,Cyclin-F,,,,,
1317,,Cyclin K,Ccnk,CCNK_MOUSE,Generic binding protein,Cyclin-K,,,,,
1318,,Cyclin L1,Ccnl1,CCNL1_MOUSE,Protein,Cyclin-L1,,,,,
1319,,Cyclin M1,Cnnm1,CNNM1_MOUSE,Protein,Metal transporter CNNM1,,,,,
1320,,Cyclin T1,Ccnt1,CCNT1_MOUSE,Generic binding protein,Cyclin-T1,,,,,
1321,,Cyclin T2,Ccnt2,CCNT2_MOUSE,Generic binding protein,Cyclin-T2,,,,,
1322,,Cyclin-O,Ccno,CCNO_MOUSE,Generic enzyme,Cyclin-O,,,,,
1323,,Cyclon,Ccdc86,CCD86_MOUSE,Protein,Coiled-coil domain-containing protein 86,,,,,
1324,,Cys1,Cys1,CYS1_MOUSE,Protein,Cystin-1,,,,,
1325,,CysLT1 receptor,Cysltr1,CLTR1_MOUSE,GPCR,Cysteinyl leukotriene receptor 1,Ablukast,,,,
1326,,CysLT1 receptor,Cysltr1,CLTR1_MOUSE,GPCR,Cysteinyl leukotriene receptor 1,Montelukast,,,,
1327,,CysLT1 receptor,Cysltr1,CLTR1_MOUSE,GPCR,Cysteinyl leukotriene receptor 1,Pranlukast,,,,
1328,,CysLT1 receptor,Cysltr1,CLTR1_MOUSE,GPCR,Cysteinyl leukotriene receptor 1,Zafirlukast,,,,
1329,,Cystatin A,Csta1,CYTA_MOUSE,Generic binding protein,Cystatin-A,,,,,
1330,,Cystatin B,Cstb,CYTB_MOUSE,Generic binding protein,Cystatin-B,,,,,
1331,,Cystatin E/M,Cst6,Cst6,Generic binding protein,cystatin E/M,,,,,
1332,,Cytochrome c,Cycs,CYC_MOUSE,Generic enzyme,"Cytochrome c, somatic",,,,,
1333,,Cytoglobin,Cygb,CYGB_MOUSE,Generic binding protein,Cytoglobin,,,,,
1334,,Cytohesin1,Cyth1,CYH1_MOUSE,"Regulators (GDI, GAP, GEF)",Cytohesin-1,,,,,
1335,,Cytohesin3,Cyth3,CYH3_MOUSE,"Regulators (GDI, GAP, GEF)",Cytohesin-3,,,,,
1336,,D130052B06Rik,D130052B06Rik,D130052B06Rik,Protein,RIKEN cDNA D130052B06 gene,,,,,
1337,,D230010M03Rik,Harbi1,HARB1_MOUSE,Protein,Putative nuclease HARBI1,,,,,
1338,,D2HGDH,D2hgdh,D2HDH_MOUSE,Generic enzyme,"D-2-hydroxyglutarate dehydrogenase, mitochondrial",,,,,
1339,,D52,Tpd52,TPD52_MOUSE,Generic binding protein,Tumor protein D52,,,,,
1340,,D830036C21Rik,D830036C21Rik,D830036C21Rik,Protein,RIKEN cDNA D830036C21 gene,,,,,
1341,,DACT1,Dact1,DACT1_MOUSE,Generic binding protein,Dapper homolog 1,,,,,
1342,,DACT2,Dact2,DACT2_MOUSE,Protein,Dapper homolog 2,,,,,
1343,,DAD-1,Dad1,DAD1_MOUSE,Generic enzyme,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1,,,,,
1344,,DAK,Tkfc,TKFC_MOUSE,Generic kinase,Triokinase/FMN cyclase,,,,,
1345,,DAL1,Epb41l3,E41L3_MOUSE,Generic binding protein,Band 4.1-like protein 3,,,,,
1346,,DALRD3,Dalrd3,DALD3_MOUSE,Generic binding protein,DALR anticodon-binding domain-containing protein 3,,,,,
1347,,DAN,Nbl1,NBL1_MOUSE,Generic binding protein,Neuroblastoma suppressor of tumorigenicity 1,,,,,
1348,,DAND5,Dand5,DAND5_MOUSE,Protein,DAN domain family member 5,,,,,
1349,,DAPK1,Dapk1,DAPK1_MOUSE,Protein kinase,Death-associated protein kinase 1,,,,,
1350,,DARPP-32,Ppp1r1b,PPR1B_MOUSE,Generic binding protein,Protein phosphatase 1 regulatory subunit 1B,,,,,
1351,,DARS2,Dars2,SYDM_MOUSE,Generic enzyme,"Aspartate--tRNA ligase, mitochondrial",,,,,
1352,,DAT1,Lmo3,LMO3_MOUSE,Transcription factor,LIM domain only protein 3,,,,,
1353,,DBC1,Ccar2,K1967_MOUSE,Generic binding protein,Cell cycle and apoptosis regulator protein 2,,,,,
1354,,DBCCR1,Brinp1,BRNP1_MOUSE,Generic binding protein,BMP/retinoic acid-inducible neural-specific protein 1,,,,,
1355,,DBP,Dbp,DBP_MOUSE,Transcription factor,D site-binding protein,,,,,
1356,,DBS,Mcf2l,MCF2L_MOUSE,"Regulators (GDI, GAP, GEF)",Guanine nucleotide exchange factor DBS,,,,,
1357,,DCAF15,Dcaf15,DCA15_MOUSE,Protein,DDB1- and CUL4-associated factor 15,,,,,
1358,,DCAMKL1,Dclk1,DCLK1_MOUSE,Protein kinase,Serine/threonine-protein kinase DCLK1,,,,,
1359,,DCAMKL2,Dclk2,DCLK2_MOUSE,Protein kinase,Serine/threonine-protein kinase DCLK2,,,,,
1360,,DCAMKL3,Dclk3,DCLK3_MOUSE,Protein kinase,Serine/threonine-protein kinase DCLK3,,,,,
1361,,DCDC2,Dcdc2a,DCDC2_MOUSE,Generic binding protein,Doublecortin domain-containing protein 2,,,,,
1362,,DCN1,Dcun1d3,DCNL3_MOUSE,Protein,DCN1-like protein 3,,,,,
1363,,DCOR,Odc1,DCOR_MOUSE,Generic enzyme,Ornithine decarboxylase,"N(1),N(11)-Diethylnorspermine",,,,
1364,,DCOR,Odc1,DCOR_MOUSE,Generic enzyme,Ornithine decarboxylase,Eflornithine,,,,
1365,,DCP2,Dcp2,DCP2_MOUSE,Generic enzyme,m7GpppN-mRNA hydrolase,,,,,
1366,,DCTN3,Dctn3,DCTN3_MOUSE,Generic binding protein,Dynactin subunit 3,,,,,
1367,,DCTN6,Dctn6,DCTN6_MOUSE,Generic enzyme,Dynactin subunit 6,,,,,
1368,,DCUN1D4,Dcun1d4,DCNL4_MOUSE,Protein,DCN1-like protein 4,,,,,
1369,,DCUN1D5,Dcun1d5,DCNL5_MOUSE,Protein,DCN1-like protein 5,,,,,
1370,,DCXR,Dcxr,DCXR_MOUSE,Generic enzyme,L-xylulose reductase,,,,,
1371,,DDB2,Ddb2,DDB2_MOUSE,Generic binding protein,DNA damage-binding protein 2,,,,,
1372,,DDC,Ddc,DDC_MOUSE,Generic enzyme,Aromatic-L-amino-acid decarboxylase,Carbidopa,,,,
1373,,DDEF1,Asap1,ASAP1_MOUSE,"Regulators (GDI, GAP, GEF)","Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1",,,,,
1374,,DDEF2(PAG3),Asap2,ASAP2_MOUSE,"Regulators (GDI, GAP, GEF)","Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 2",,,,,
1375,,DDHD1,Ddhd1,DDHD1_MOUSE,Generic binding protein,Phospholipase DDHD1,,,,,
1376,,DDHD2,Ddhd2,DDHD2_MOUSE,Generic phospholipase,Phospholipase DDHD2,,,,,
1377,,DDIT4L,Ddit4l,DDT4L_MOUSE,Protein,DNA damage-inducible transcript 4-like protein,,,,,
1378,,DDT,Ddt,DOPD_MOUSE,Generic enzyme,D-dopachrome decarboxylase,,,,,
1379,,DDX10,Ddx10,DDX10_MOUSE,Generic enzyme,Probable ATP-dependent RNA helicase DDX10,,,,,
1380,,DDX17,Ddx17,DDX17_MOUSE,Generic enzyme,Probable ATP-dependent RNA helicase DDX17,,,,,
1381,,DDX28,Ddx28,DDX28_MOUSE,Generic enzyme,Probable ATP-dependent RNA helicase DDX28,,,,,
1382,,DDX30,Dhx30,DHX30_MOUSE,Generic enzyme,ATP-dependent RNA helicase DHX30,,,,,
1383,,DDX3X,Ddx3x,DDX3X_MOUSE,Generic enzyme,ATP-dependent RNA helicase DDX3X,,,,,
1384,,DDX3Y,D1Pas1,DDX3L_MOUSE,Generic enzyme,Putative ATP-dependent RNA helicase Pl10,,,,,
1385,,DDX46,Ddx46,DDX46_MOUSE,Generic enzyme,Probable ATP-dependent RNA helicase DDX46,,,,,
1386,,DDX47,Ddx47,DDX47_MOUSE,Generic enzyme,Probable ATP-dependent RNA helicase DDX47,,,,,
1387,,DDX5,Ddx5,DDX5_MOUSE,Generic enzyme,Probable ATP-dependent RNA helicase DDX5,,,,,
1388,,DDX50,Ddx50,DDX50_MOUSE,Generic enzyme,ATP-dependent RNA helicase DDX50,,,,,
1389,,DDX6,Ddx6,DDX6_MOUSE,Generic enzyme,Probable ATP-dependent RNA helicase DDX6,,,,,
1390,,DDX9,Dhx9,DHX9_MOUSE,Generic enzyme,ATP-dependent RNA helicase A,,,,,
1391,,DECR,Decr1,DECR_MOUSE,Generic enzyme,"2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing], mitochondrial",,,,,
1392,,DEDD,Dedd,DEDD_MOUSE,Generic binding protein,Death effector domain-containing protein,,,,,
1393,,DEFM,Pdf,DEFM_MOUSE,Generic enzyme,"Peptide deformylase, mitochondrial",,,,,
1394,,DEK,Dek,DEK_MOUSE,Generic binding protein,Protein DEK,,,,,
1395,,DEM1,Exo5,EXO5_MOUSE,Protein,Exonuclease V,,,,,
1396,,DENND1A,Dennd1a,DEN1A_MOUSE,Generic binding protein,DENN domain-containing protein 1A,,,,,
1397,,DENND1B,Dennd1b,DEN1B_MOUSE,Protein,DENN domain-containing protein 1B,,,,,
1398,,DENND2C,Dennd2c,DEN2C_MOUSE,Protein,DENN domain-containing protein 2C,,,,,
1399,,DENND4B,Dennd4b,DEN4B_MOUSE,Protein,DENN domain-containing protein 4B,,,,,
1400,,DENND5B,Dennd5b,DEN5B_MOUSE,Protein,DENN domain-containing protein 5B,,,,,
1401,,DENR,Denr,DENR_MOUSE,Generic binding protein,Density-regulated protein,,,,,
1402,,DEPDC1B,Depdc1b,DEP1B_MOUSE,"Regulators (GDI, GAP, GEF)",DEP domain-containing protein 1B,,,,,
1403,,DERA,Dera,DEOC_MOUSE,Generic enzyme,Deoxyribose-phosphate aldolase,,,,,
1404,,DERP6,Elp5,ELP5_MOUSE,Generic binding protein,Elongator complex protein 5,,,,,
1405,,DES1,Degs1,DEGS1_MOUSE,Generic enzyme,Sphingolipid delta(4)-desaturase DES1,,,,,
1406,,DEXI,Dexi,DEXI_MOUSE,Protein,Dexamethasone-induced protein,,,,,
1407,,DGAT2,Dgat2,DGAT2_MOUSE,Generic enzyme,Diacylglycerol O-acyltransferase 2,,,,,
1408,,DGCR2,Dgcr2,IDD_MOUSE,Generic receptor,Integral membrane protein DGCR2/IDD,,,,,
1409,,DGCR8,Dgcr8,DGCR8_MOUSE,Generic binding protein,Microprocessor complex subunit DGCR8,,,,,
1410,,DGK-beta,Dgkb,DGKB_MOUSE,Lipid kinase,Diacylglycerol kinase beta,,,,,
1411,,DGK-epsilon,Dgke,DGKE_MOUSE,Lipid kinase,Diacylglycerol kinase epsilon,,,,,
1412,,DHB4,Hsd17b4,DHB4_MOUSE,Generic enzyme,Peroxisomal multifunctional enzyme type 2,,,,,
1413,,DHE3,Glud1,DHE3_MOUSE,Generic enzyme,"Glutamate dehydrogenase 1, mitochondrial",,,,,
1414,,DHFR,Dhfr,DYR_MOUSE,Generic enzyme,Dihydrofolate reductase,Talotrexin,,,,
1415,,DHFR,Dhfr,DYR_MOUSE,Generic enzyme,Dihydrofolate reductase,Trimetrexate,,,,
1416,,DHFR,Dhfr,DYR_MOUSE,Generic enzyme,Dihydrofolate reductase,Aminopterin,,,,
1417,,DHFR,Dhfr,DYR_MOUSE,Generic enzyme,Dihydrofolate reductase,Pemetrexed,,,,
1418,,DHFR,Dhfr,DYR_MOUSE,Generic enzyme,Dihydrofolate reductase,Edatrexate,,,,
1419,,DHFR,Dhfr,DYR_MOUSE,Generic enzyme,Dihydrofolate reductase,Raltitrexed,,,,
1420,,DHFR,Dhfr,DYR_MOUSE,Generic enzyme,Dihydrofolate reductase,CH1504,,,,
1421,,DHFR,Dhfr,DYR_MOUSE,Generic enzyme,Dihydrofolate reductase,MX68,,,,
1422,,DHPR,Qdpr,DHPR_MOUSE,Generic enzyme,Dihydropteridine reductase,,,,,
1423,,DHRS1,Dhrs1,DHRS1_MOUSE,Generic enzyme,Dehydrogenase/reductase SDR family member 1,,,,,
1424,,DHRS10,Hsd17b14,Dhrs10,Generic enzyme,dehydrogenase/reductase (SDR family) member 10,,,,,
1425,,DHRS3,Dhrs3,DHRS3_MOUSE,Generic enzyme,Short-chain dehydrogenase/reductase 3,,,,,
1426,,DHRS4,Dhrs4,DHRS4_MOUSE,Generic enzyme,Dehydrogenase/reductase SDR family member 4,,,,,
1427,,DHSO,Sord,DHSO_MOUSE,Generic enzyme,Sorbitol dehydrogenase,,,,,
1428,,DHX15,Dhx15,DHX15_MOUSE,Generic enzyme,Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15,,,,,
1429,,DHX16,Dhx16,Dhx16,Generic enzyme,DEAH (Asp-Glu-Ala-His) box polypeptide 16,,,,,
1430,,DHX32,Dhx32,DHX32_MOUSE,Generic enzyme,Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX32,,,,,
1431,,DHX33,Dhx33,DHX33_MOUSE,Generic enzyme,ATP-dependent RNA helicase DHX33,,,,,
1432,,DHX34,Dhx34,DHX34_MOUSE,Generic enzyme,Probable ATP-dependent RNA helicase DHX34,,,,,
1433,,DHX57,Dhx57,DHX57_MOUSE,Generic enzyme,Putative ATP-dependent RNA helicase DHX57,,,,,
1434,,DIA1,Diaph1,DIAP1_MOUSE,Generic binding protein,Protein diaphanous homolog 1,,,,,
1435,,DIAC,Ctbs,DIAC_MOUSE,Generic enzyme,Di-N-acetylchitobiase,,,,,
1436,,DIP2A,Dip2a,DIP2A_MOUSE,Generic enzyme,Disco-interacting protein 2 homolog A,,,,,
1437,,DIP2B,Dip2b,DIP2B_MOUSE,Generic binding protein,Disco-interacting protein 2 homolog B,,,,,
1438,,DIP2C,Dip2c,Dip2c,Generic binding protein,DIP2 disco-interacting protein 2 homolog C (Drosophila),,,,,
1439,,DIPA,Ccdc85b,CC85B_MOUSE,Generic binding protein,Coiled-coil domain-containing protein 85B,,,,,
1440,,DIS3L2,Dis3l2,DI3L2_MOUSE,Generic enzyme,DIS3-like exonuclease 2,,,,,
1441,,DISP1,Disp1,DISP1_MOUSE,Transporter,Protein dispatched homolog 1,,,,,
1442,,DISP2,Disp2,DISP2_MOUSE,Protein,Protein dispatched homolog 2,,,,,
1443,,DKFZP434B0335,Tecpr1,TCPR1_MOUSE,Protein,Tectonin beta-propeller repeat-containing protein 1,,,,,
1444,,DKFZP686E2158,Smim15,SIM15_MOUSE,Protein,Small integral membrane protein 15,,,,,
1445,,DKFZp667G2110,Crybg3,CRBG3_MOUSE,Generic binding protein,Beta/gamma crystallin domain-containing protein 3,,,,,
1446,,DKFZp761B107,Ccdc149,Ccdc149,Protein,coiled-coil domain containing 149,,,,,
1447,,DLDH,Dld,DLDH_MOUSE,Generic enzyme,"Dihydrolipoyl dehydrogenase, mitochondrial",,,,,
1448,,DLGAP1 (GKAP),Dlgap1,DLGP1_MOUSE,Generic binding protein,Disks large-associated protein 1,,,,,
1449,,DLGAP2,Dlgap2,DLGP2_MOUSE,Generic binding protein,Disks large-associated protein 2,,,,,
1450,,DLGAP3 (SAPAP3),Dlgap3,DLGP3_MOUSE,Generic binding protein,Disks large-associated protein 3,,,,,
1451,,DLK,Dlk1,DLK1_MOUSE,Generic binding protein,Protein delta homolog 1,,,,,
1452,,DLL1,Dll1,DLL1_MOUSE,Receptor ligand,Delta-like protein 1,,,,,
1453,,DLL1 (IC),Dll1,DLL1 (IC)_(MOUSE),Generic binding protein,DLL1 intracellular domain,,,,,
1454,,DLL1 (TMIC),Dll1,DLL1 (TMIC)_(MOUSE),Generic binding protein,DLL1 transmembtane-intracellular domain,,,,,
1455,,DLX5,Dlx5,DLX5_MOUSE,Transcription factor,Homeobox protein DLX-5,,,,,
1456,,DLX6,Dlx6,DLX6_MOUSE,Transcription factor,Homeobox protein DLX-6,,,,,
1457,,DMAP1,Dmap1,DMAP1_MOUSE,Generic binding protein,DNA methyltransferase 1-associated protein 1,,,,,
1458,,DMKN,Dmkn,DMKN_MOUSE,Protein,Dermokine,,,,,
1459,,DMP4,Fam20c,FA20C_MOUSE,Protein kinase,Extracellular serine/threonine protein kinase FAM20C,,,,,
1460,,DMTF1,Dmtf1,DMTF1_MOUSE,Transcription factor,Cyclin-D-binding Myb-like transcription factor 1,,,,,
1461,,DMXL1,Dmxl1,DMXL1_MOUSE,Generic binding protein,DmX-like protein 1,,,,,
1462,,DNA polymerase beta,Polb,DPOLB_MOUSE,Generic enzyme,DNA polymerase beta,,,,,
1463,,DNA polymerase kappa,Polk,POLK_MOUSE,Generic enzyme,DNA polymerase kappa,,,,,
1464,,DNA polymerase mu,Polm,DPOLM_MOUSE,Generic enzyme,DNA-directed DNA/RNA polymerase mu,,,,,
1465,,DNA polymerase zeta,Rev3l,DPOLZ_MOUSE,Generic enzyme,DNA polymerase zeta catalytic subunit,,,,,
1466,,DNA2,Dna2,DNA2_MOUSE,Generic enzyme,DNA replication ATP-dependent helicase/nuclease DNA2,,,,,
1467,,DNAH17,Dnah17,DYH17_MOUSE,Generic binding protein,Dynein axonemal heavy chain 17,,,,,
1468,,DNAJB11,Dnajb11,DJB11_MOUSE,Generic binding protein,DnaJ homolog subfamily B member 11,,,,,
1469,,DNAJB12,Dnajb12,DJB12_MOUSE,Generic binding protein,DnaJ homolog subfamily B member 12,,,,,
1470,,DNAJB14,Dnajb14,DJB14_MOUSE,Generic binding protein,DnaJ homolog subfamily B member 14,,,,,
1471,,DNAJB2,Dnajb2,DNJB2_MOUSE,Generic binding protein,DnaJ homolog subfamily B member 2,,,,,
1472,,DNAJB5,Dnajb5,DNJB5_MOUSE,Generic binding protein,DnaJ homolog subfamily B member 5,,,,,
1473,,DNAJB6 (Hdj-1),Dnajb6,DNJB6_MOUSE,Generic binding protein,DnaJ homolog subfamily B member 6,,,,,
1474,,DNAJC11,Dnajc11,DJC11_MOUSE,Generic binding protein,DnaJ homolog subfamily C member 11,,,,,
1475,,DNAJC13,Dnajc13,Dnajc13,Generic binding protein,"DnaJ (Hsp40) homolog, subfamily C, member 13",,,,,
1476,,DNAJC17,Dnajc17,DJC17_MOUSE,Generic binding protein,DnaJ homolog subfamily C member 17,,,,,
1477,,DNAJC18,Dnajc18,DJC18_MOUSE,Generic binding protein,DnaJ homolog subfamily C member 18,,,,,
1478,,DNAJC21,Dnajc21,DJC21_MOUSE,Generic binding protein,DnaJ homolog subfamily C member 21,,,,,
1479,,DNAJC27,Dnajc27,DJC27_MOUSE,Generic binding protein,DnaJ homolog subfamily C member 27,,,,,
1480,,DNAJC28,Dnajc28,DJC28_MOUSE,Generic binding protein,DnaJ homolog subfamily C member 28,,,,,
1481,,DNAJC6,Dnajc6,AUXI_MOUSE,Protein phosphatase,Auxilin,,,,,
1482,,DNAL1,Dnal1,DNAL1_MOUSE,Generic binding protein,Dynein axonemal light chain 1,,,,,
1483,,DNAPTP6,Spats2l,SPS2L_MOUSE,Protein,SPATS2-like protein,,,,,
1484,,DNER,Dner,DNER_MOUSE,Generic receptor,Delta and Notch-like epidermal growth factor-related receptor,,,,,
1485,,DNJC1,Dnajc1,DNJC1_MOUSE,Generic binding protein,DnaJ homolog subfamily C member 1,,,,,
1486,,DNLZ,Dnlz,DNLZ_MOUSE,Generic binding protein,DNL-type zinc finger protein,,,,,
1487,,DNase1L2,Dnase1l2,DNSL2_MOUSE,Generic enzyme,Deoxyribonuclease-1-like 2,,,,,
1488,,DOC2A,Doc2a,DOC2A_MOUSE,Transporter,Double C2-like domain-containing protein alpha,,,,,
1489,,DOCK10,Dock10,DOC10_MOUSE,"Regulators (GDI, GAP, GEF)",Dedicator of cytokinesis protein 10,,,,,
1490,,DOCK11,Dock11,DOC11_MOUSE,"Regulators (GDI, GAP, GEF)",Dedicator of cytokinesis protein 11,,,,,
1491,,DOCK3,Dock3,DOCK3_MOUSE,"Regulators (GDI, GAP, GEF)",Dedicator of cytokinesis protein 3,,,,,
1492,,DOCK4,Dock4,DOCK4_MOUSE,"Regulators (GDI, GAP, GEF)",Dedicator of cytokinesis protein 4,,,,,
1493,,DOHH,Dohh,DOHH_MOUSE,Generic enzyme,Deoxyhypusine hydroxylase,,,,,
1494,,DOM3Z,Dxo,DXO_MOUSE,Generic binding protein,Decapping and exoribonuclease protein,,,,,
1495,,DOS,Cbarp,CBARP_MOUSE,Protein,Voltage-dependent calcium channel beta subunit-associated regulatory protein,,,,,
1496,,DOT1,Dot1l,Dot1l,Generic enzyme,"DOT1-like, histone H3 methyltransferase (S. cerevisiae)",,,,,
1497,,DP2,Tfdp2,TFDP2_MOUSE,Transcription factor,Transcription factor Dp-2,,,,,
1498,,DPF2,Dpf2,REQU_MOUSE,Transcription factor,Zinc finger protein ubi-d4,,,,,
1499,,DPH4,Dnajc24,DJC24_MOUSE,Generic binding protein,DnaJ homolog subfamily C member 24,,,,,
1500,,DPM3 (reg),Dpm3,DPM3_MOUSE,Generic binding protein,Dolichol-phosphate mannosyltransferase subunit 3,,,,,
1501,,DPP4,Dpp4,DPP4_MOUSE,Generic protease,Dipeptidyl peptidase 4,ABT-279,,,,
1502,,DPP4,Dpp4,DPP4_MOUSE,Generic protease,Dipeptidyl peptidase 4,Alogliptin,,,,
1503,,DPP4,Dpp4,DPP4_MOUSE,Generic protease,Dipeptidyl peptidase 4,Talabostat,,,,
1504,,DPP4,Dpp4,DPP4_MOUSE,Generic protease,Dipeptidyl peptidase 4,PSN101,,,,
1505,,DPP4,Dpp4,DPP4_MOUSE,Generic protease,Dipeptidyl peptidase 4,ABT-341,,,,
1506,,DPP4,Dpp4,DPP4_MOUSE,Generic protease,Dipeptidyl peptidase 4,Denagliptin,,,,
1507,,DPP4,Dpp4,DPP4_MOUSE,Generic protease,Dipeptidyl peptidase 4,Carmegliptin,,,,
1508,,DPP4,Dpp4,DPP4_MOUSE,Generic protease,Dipeptidyl peptidase 4,Bisegliptin,,,,
1509,,DPP4,Dpp4,DPP4_MOUSE,Generic protease,Dipeptidyl peptidase 4,Evogliptin,,,,
1510,,DPP4,Dpp4,DPP4_MOUSE,Generic protease,Dipeptidyl peptidase 4,FE 999011,,,,
1511,,DPP4,Dpp4,DPP4_MOUSE,Generic protease,Dipeptidyl peptidase 4,Dutogliptin,,,,
1512,,DPP4,Dpp4,DPP4_MOUSE,Generic protease,Dipeptidyl peptidase 4,Vildagliptin,,,,
1513,,DPP6,Dpp6,DPP6_MOUSE,Generic protease,A-type potassium channel modulatory protein DPP6,,,,,
1514,,DPP8,Dpp8,DPP8_MOUSE,Generic protease,Dipeptidyl peptidase 8,,,,,
1515,,DPY19L1,Dpy19l1,D19L1_MOUSE,Generic enzyme,Protein C-mannosyl-transferase DPY19L1,,,,,
1516,,DPY19L3,Dpy19l3,D19L3_MOUSE,Protein,Protein C-mannosyl-transferase DPY19L3,,,,,
1517,,DPY19L4,Dpy19l4,D19L4_MOUSE,Protein,Probable C-mannosyltransferase DPY19L4,,,,,
1518,,DR1,Dr1,NC2B_MOUSE,Generic binding protein,Protein Dr1,,,,,
